supplier_id,supplier_name,contact_name,contact_email,rejection_reason,rejection_timestamp
SUP1090,Green & Johnson Corp,Mary Johnson,maryjohnson819@outlook.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1091,"Baker, Parker and Adams",Joseph Jackson,josephjackson772@gmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1092,Walker LLC,Lisa Clark,lisaclark415@hotmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1093,Perez-Green,David Wilson,davidwilson195@hotmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1094,Smith-Hernandez,Ruth Hill,ruthhill648@business.net,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1095,Hernandez LLC,Dorothy Parker,dorothyparker124@hotmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1096,"Turner, Perez and Wilson",Brian Perez,brianperez321@outlook.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1097,Adams-Evans,Dorothy Parker,dorothyparker881@company.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1098,Nelson & Jones Inc,Sharon Green,sharongreen751@hotmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1099,King-Young,Patricia Brown,patriciabrown654@yahoo.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1100,Carter-Gonzalez,Jessica White,jessicawhite643@company.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1101,Anderson & Walker Ltd,Deborah Phillips,deborahphillips757@company.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1102,Jones-Gonzalez,Laura Nelson,lauranelson998@gmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1103,"Taylor, Hill and Baker",Kevin Carter,kevincarter622@hotmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1104,Young-Harris,Mark Hall,markhall564@outlook.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1105,Walker-Garcia,William Rodriguez,williamrodriguez316@business.net,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1106,Thomas-Hernandez,Ruth Hill,ruthhill656@business.net,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1107,Rodriguez & Roberts Inc,John Jones,johnjones325@yahoo.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1108,Williams & Allen LLC,Dorothy Parker,dorothyparker348@hotmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1109,Anderson Co,Thomas Harris,thomasharris783@hotmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1110,"Walker, Turner and Lee",Patricia Brown,patriciabrown246@business.net,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1111,Williams Ltd,Edward Campbell,edwardcampbell203@outlook.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1112,"Evans, Martinez and Taylor",Betty Lewis,bettylewis344@gmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1113,Garcia Ltd,Laura Nelson,lauranelson233@company.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1114,"Hill, Scott and Smith",Carol Wright,carolwright540@yahoo.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1115,Harris-White,John Jones,johnjones907@company.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
SUP1116,Edwards-Roberts,Carol Wright,carolwright15@gmail.com,Duplicate key constraint violation,2025-08-22 23:06:34.597720
